62 12 2
62 12 3
62 12 5
62 12 7
62 12 10
62 14 9
62 14 12
62 17 9
62 17 12
62 20 1
62 20 2
62 20 3
62 20 5
62 20 7
62 20 10
62 20 14
62 20 17
62 21 5
62 21 7
62 21 10
62 21 14
62 21 17
62 23 9
62 23 12
62 23 20
62 23 21
62 27 7
62 27 10
62 27 17
62 28 7
62 28 8
62 28 10
62 28 11
62 28 17
62 28 18
62 29 7
62 29 8
62 29 9
62 29 10
62 29 11
62 29 12
62 29 17
62 29 18
62 29 20
62 31 7
62 31 10
62 31 17
62 33 7
62 33 8
62 33 10
62 33 11
62 33 17
62 33 18
62 34 8
62 34 11
62 34 18
62 36 7
62 36 8
62 36 9
62 36 10
62 36 11
62 36 12
62 36 17
62 36 18
62 36 20
62 37 8
62 37 9
62 37 11
62 37 12
62 37 18
62 37 20
62 38 9
62 38 12
62 38 20
62 38 21
62 39 9
62 39 12
62 39 20
62 40 28
62 40 29
62 40 33
62 40 36
62 41 29
62 41 36
62 41 37
62 42 2
62 42 3
62 42 7
62 42 10
62 42 17
62 42 39
62 44 7
62 44 10
62 44 17
62 47 4
62 47 5
62 47 6
62 47 7
62 47 8
62 47 9
62 47 10
62 47 11
62 47 12
62 47 13
62 47 14
62 47 15
62 47 17
62 47 18
62 47 20
62 47 22
62 47 23
62 47 24
62 47 35
62 47 38
62 47 40
62 47 41
62 47 42
62 48 6
62 48 8
62 48 9
62 48 11
62 48 12
62 48 15
62 48 18
62 48 20
62 48 24
62 48 41
62 48 42
62 49 9
62 49 12
62 49 20
62 49 42
62 50 28
62 50 29
62 50 33
62 50 36
62 50 47
62 51 2
62 51 3
62 51 7
62 51 8
62 51 10
62 51 11
62 51 17
62 51 18
62 51 19
62 51 39
62 51 40
62 51 47
62 51 48
62 51 49
62 51 50
62 52 2
62 52 3
62 52 7
62 52 8
62 52 10
62 52 11
62 52 17
62 52 18
62 52 19
62 52 39
62 52 40
62 52 47
62 52 48
62 52 49
62 52 50
62 53 7
62 53 8
62 53 10
62 53 11
62 53 17
62 53 18
62 53 40
62 53 50
62 54 8
62 54 11
62 54 18
62 55 2
62 55 3
62 55 7
62 55 8
62 55 10
62 55 11
62 55 17
62 55 18
62 55 19
62 55 39
62 55 40
62 55 47
62 55 48
62 55 49
62 55 50
62 56 47
62 56 48
62 57 47
62 58 47
63 34 11
63 51 30
63 54 41
63 55 30
64 60 51
64 60 52
64 60 55
64 62 51
64 62 52
64 62 55
65 58 25
65 58 49
65 58 50
65 60 52
65 60 56
65 60 58
65 62 5
65 62 6
65 62 7
65 62 8
65 62 10
65 62 11
65 62 14
65 62 15
65 62 17
65 62 18
65 62 23
65 62 24
65 62 38
65 62 40
65 62 50
66 53 40
66 53 41
66 54 40
66 54 41
66 58 47
67 39 25
67 60 0
67 62 1
67 62 2
67 62 3
67 62 5
67 62 7
67 62 10
67 62 14
67 62 17
67 62 23
67 62 29
67 62 36
67 62 37
67 62 38
67 62 39
67 62 47
67 62 48
67 62 49
67 63 39
68 25 7
68 25 10
68 25 17
68 43 38
68 45 38
68 52 49
68 52 50
68 53 50
68 56 49
69 40 25
69 41 25
69 42 25
69 43 35
69 44 35
69 62 6
69 62 8
69 62 9
69 62 11
69 62 12
69 62 15
69 62 18
69 62 20
69 62 24
69 62 41
69 62 42
69 62 51
69 62 52
69 62 55
69 62 56
69 67 62
70 41 1
70 56 39
71 39 25
71 43 0
71 43 4
71 53 30
71 54 26
71 54 30
71 62 2
71 62 3
71 62 7
71 62 10
71 62 17
71 62 39
71 62 47
71 62 48
71 62 49
71 65 62
71 69 62
